"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"spółdzielcze;2020;[ha]";"spółdzielcze;2021;[ha]";"spółdzielcze;2022;[ha]";"komunalne;2020;[ha]";"komunalne;2021;[ha]";"komunalne;2022;[ha]";"towarzystw budownictwa społecznego;2020;[ha]";"towarzystw budownictwa społecznego;2021;[ha]";"towarzystw budownictwa społecznego;2022;[ha]";"osób fizycznych;2020;[ha]";"osób fizycznych;2021;[ha]";"osób fizycznych;2022;[ha]";"spółek i innych;2020;[ha]";"spółek i innych;2021;[ha]";"spółek i innych;2022;[ha]";
0803042;"Pszczew (2)";1;2;1;0;0;0;1;2;1;0;0;0;0;2;0;0;0;0;1;0;1;0;0;0;
0803053;"Skwierzyna (3)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
0803054;"Skwierzyna - miasto (4)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
0803055;"Skwierzyna - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0804000;"Powiat nowosolski";6;7;5;0;0;1;6;6;4;0;0;0;0;0;0;0;0;0;6;6;4;0;0;1;
0804011;"Nowa Sól (1)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
0804023;"Bytom Odrzański (3)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0804024;"Bytom Odrzański - miasto (4)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
0804032;"Kolsko (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0804063;"Nowe Miasteczko (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0804064;"Nowe Miasteczko - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0804073;"Otyń (3)";2;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;
0804074;"Otyń - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0804075;"Otyń - obszar wiejski (5)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0804082;"Siedlisko (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
0805000;"Powiat słubicki";3;12;7;0;4;0;3;8;7;0;0;0;0;0;0;0;0;0;3;8;6;0;4;1;
0805013;"Cybinka (3)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
0805014;"Cybinka - miasto (4)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0805015;"Cybinka - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
0805022;"Górzyca (2)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
0805033;"Ośno Lubuskie (3)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
0805034;"Ośno Lubuskie - miasto (4)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
0805043;"Rzepin (3)";1;5;3;0;3;0;1;2;3;0;0;0;0;0;0;0;0;0;1;1;2;0;4;1;
0805044;"Rzepin - miasto (4)";1;5;3;0;3;0;1;2;3;0;0;0;0;0;0;0;0;0;1;1;2;0;4;1;
0806000;"Powiat strzelecko-drezdenecki";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0806023;"Drezdenko (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0806024;"Drezdenko - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
0806025;"Drezdenko - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
0807000;"Powiat sulęciński";2;4;2;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;2;4;2;1;0;0;
0807012;"Krzeszyce (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0807032;"Słońsk (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
0807043;"Sulęcin (3)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;
0807044;"Sulęcin - miasto (4)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;0;3;1;1;0;0;
0808000;"Powiat świebodziński";5;3;3;2;0;0;3;3;3;0;0;0;2;1;0;0;0;0;3;1;1;0;1;2;
0808012;"Lubrza (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0808032;"Skąpe (2)";1;0;2;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;
0808042;"Szczaniec (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;
0808053;"Świebodzin (3)";2;1;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;
0808054;"Świebodzin - miasto (4)";2;1;0;2;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;
0809000;"Powiat zielonogórski";9;8;10;0;0;2;9;8;8;0;0;1;0;0;2;0;0;0;8;8;6;1;0;1;
0809013;"Babimost (3)";0;1;2;0;0;1;0;1;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;
0809014;"Babimost - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
0809033;"Czerwieńsk (3)";1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;
0809034;"Czerwieńsk - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;
0809035;"Czerwieńsk - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
0809043;"Kargowa (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0809044;"Kargowa - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0809045;"Kargowa - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0809053;"Nowogród Bobrzański (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
0809054;"Nowogród Bobrzański - miasto (4)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
0809063;"Sulechów (3)";2;2;4;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;2;2;3;0;0;1;
0809064;"Sulechów - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
0809065;"Sulechów - obszar wiejski (5)";2;2;4;0;0;0;2;2;4;0;0;0;0;0;0;0;0;0;2;2;3;0;0;1;
0809072;"Świdnica (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
0809082;"Trzebiechów (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0809092;"Zabór (2)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;
0810000;"Powiat żagański";4;6;6;0;0;0;4;5;6;0;0;0;0;1;0;0;0;0;3;5;6;0;0;0;
0810011;"Gozdnica (1)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
0810021;"Żagań (1)";2;2;3;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;
0810043;"Iłowa (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0810044;"Iłowa - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
0810073;"Szprotawa (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0810074;"Szprotawa - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
0810075;"Szprotawa - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
0810092;"Żagań (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0811000;"Powiat żarski";4;8;5;0;1;1;4;7;4;0;0;1;0;0;1;0;0;0;4;7;3;0;1;1;
0811011;"Łęknica (1)";1;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;
0811021;"Żary (1)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
0811032;"Brody (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
0811043;"Jasień (3)";0;2;2;0;0;1;0;2;2;0;0;1;0;0;0;0;0;0;0;2;2;0;0;0;
0811044;"Jasień - miasto (4)";0;1;2;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;
0811063;"Lubsko (3)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
0811064;"Lubsko - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0811072;"Przewóz (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
0811082;"Trzebiel (2)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
0812000;"Powiat wschowski";2;3;6;0;2;0;2;2;6;0;0;0;0;0;0;0;0;0;2;1;5;0;2;1;
0812013;"Sława (3)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
0812014;"Sława - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
0812015;"Sława - obszar wiejski (5)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
0812033;"Wschowa (3)";1;2;4;0;2;0;1;1;4;0;0;0;0;0;0;0;0;0;1;0;3;0;2;1;
0812034;"Wschowa - miasto (4)";1;2;3;0;2;0;1;1;3;0;0;0;0;0;0;0;0;0;1;0;2;0;2;1;
0812035;"Wschowa - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
0861000;"Powiat m. Gorzów Wielkopolski";7;9;5;4;1;3;3;7;2;0;0;0;0;0;0;0;0;0;3;7;2;4;1;3;
0861011;"Gorzów Wielkopolski (1)";7;9;5;4;1;3;3;7;2;0;0;0;0;0;0;0;0;0;3;7;2;4;1;3;
0862000;"Powiat m. Zielona Góra";2;2;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;
0862011;"Zielona Góra (1)";2;2;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;2;2;0;1;1;0;
1000000;"ŁÓDZKIE";45;62;43;11;6;10;34;56;33;0;1;0;1;7;3;0;1;3;32;38;28;11;15;8;
1001000;"Powiat bełchatowski";3;6;4;0;0;0;3;5;4;0;0;0;0;0;0;0;0;0;3;5;4;0;0;0;
1001011;"Bełchatów (1)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1001032;"Drużbice (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1001042;"Kleszczów (2)";1;3;2;0;0;0;1;3;2;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;
1001083;"Zelów (3)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1001084;"Zelów - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1001085;"Zelów - obszar wiejski (5)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1002000;"Powiat kutnowski";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1002022;"Bedlno (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1003000;"Powiat łaski";1;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
1003023;"Łask (3)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1003024;"Łask - miasto (4)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1003042;"Widawa (2)";1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;
1004000;"Powiat łęczycki";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
1004011;"Łęczyca (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1005000;"Powiat łowicki";2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1005011;"Łowicz (1)";1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1006000;"Powiat łódzki wschodni";2;3;2;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;1;1;2;1;2;0;
1006022;"Andrespol (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;
1006032;"Brójce (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;
1006073;"Koluszki (3)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;
1006074;"Koluszki - miasto (4)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
1007000;"Powiat opoczyński";0;3;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;
1007032;"Mniszków (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1007043;"Opoczno (3)";0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
1007044;"Opoczno - miasto (4)";0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;
1008000;"Powiat pabianicki";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
1008011;"Konstantynów Łódzki (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1008062;"Lutomiersk (2)";0;1;;0;0;;0;1;;0;0;;0;0;;0;0;;0;1;;0;0;;
1010000;"Powiat piotrkowski";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
1010082;"Rozprza (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1010093;"Sulejów (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1011000;"Powiat poddębicki";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1011033;"Poddębice (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1011035;"Poddębice - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1012000;"Powiat radomszczański";1;7;2;0;0;1;1;7;2;0;0;0;0;5;0;0;1;1;1;2;2;0;0;0;
1012011;"Radomsko (1)";1;5;1;0;0;1;1;5;0;0;0;0;0;5;0;0;1;1;1;0;0;0;0;0;
1012142;"Żytno (2)";0;2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;
1014000;"Powiat sieradzki";2;3;2;0;0;1;2;3;1;0;0;0;0;0;0;0;0;1;1;3;1;1;0;0;
1014011;"Sieradz (1)";1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;
1014023;"Błaszki (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1014025;"Błaszki - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1014052;"Burzenin (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1014093;"Warta (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1014095;"Warta - obszar wiejski (5)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1015000;"Powiat skierniewicki";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
1015013;"Bolimów (3)";;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;
1015014;"Bolimów - miasto (4)";;;1;;;0;;;1;;;0;;;0;;;0;;;1;;;0;
1015042;"Kowiesy (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1015052;"Lipce Reymontowskie (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1015062;"Maków (2)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
1016000;"Powiat tomaszowski";2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
1016011;"Tomaszów Mazowiecki (1)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
1016112;"Żelechlinek (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1017000;"Powiat wieluński";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1017062;"Ostrówek (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1019000;"Powiat zduńskowolski";4;2;3;1;0;0;3;2;3;0;0;0;0;0;0;0;0;0;3;2;3;1;0;0;
1019011;"Zduńska Wola (1)";2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
1019042;"Zduńska Wola (2)";2;1;1;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;
1020000;"Powiat zgierski";8;10;11;0;0;3;8;10;9;0;0;0;0;0;0;0;0;1;8;9;8;0;1;2;
1020011;"Głowno (1)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1020021;"Ozorków (1)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1020031;"Zgierz (1)";1;2;3;0;0;3;1;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;
1020043;"Aleksandrów Łódzki (3)";1;4;1;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;
1020044;"Aleksandrów Łódzki - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1020045;"Aleksandrów Łódzki - obszar wiejski (5)";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
1020062;"Ozorków (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1020072;"Parzęczew (2)";3;1;6;0;0;0;3;1;6;0;0;0;0;0;0;0;0;0;3;1;6;0;0;0;
1020092;"Zgierz (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1021000;"Powiat brzeziński";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1021011;"Brzeziny (1)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1061000;"Powiat m. Łódź";11;17;8;7;4;4;4;13;5;0;0;0;0;2;2;0;0;0;5;5;2;6;10;5;
1061011;"Łódź (1)";11;17;8;7;4;4;4;13;5;0;0;0;0;2;2;0;0;0;5;5;2;6;10;5;
1062000;"Powiat m. Piotrków Trybunalski";1;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
1062011;"Piotrków Trybunalski (1)";1;2;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
1200000;"MAŁOPOLSKIE";33;41;34;3;8;6;30;33;28;0;0;0;2;4;3;0;2;1;19;23;19;12;12;12;
1201000;"Powiat bocheński";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1201022;"Bochnia (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1202000;"Powiat brzeski";4;7;9;0;1;0;4;6;9;0;0;0;0;0;0;0;0;0;3;5;6;1;2;3;
1202012;"Borzęcin (2)";2;3;6;0;0;0;2;3;6;0;0;0;0;0;0;0;0;0;2;3;5;0;0;1;
1202023;"Brzesko (3)";2;3;2;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;1;1;1;1;2;1;
1202024;"Brzesko - miasto (4)";1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;
1202025;"Brzesko - obszar wiejski (5)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
1202042;"Dębno (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1203000;"Powiat chrzanowski";5;4;2;2;2;1;4;3;1;0;0;0;0;0;0;0;0;0;4;3;2;2;2;0;
1203022;"Babice (2)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
1203033;"Chrzanów (3)";3;1;1;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;
1203034;"Chrzanów - miasto (4)";2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;
1203035;"Chrzanów - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1203043;"Libiąż (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1203044;"Libiąż - miasto (4)";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1203053;"Trzebinia (3)";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
1203055;"Trzebinia - obszar wiejski (5)";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;
1205000;"Powiat gorlicki";2;6;2;0;1;0;2;5;2;0;0;0;0;3;1;0;0;0;2;2;1;0;1;1;
1205011;"Gorlice (1)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1205023;"Biecz (3)";0;3;1;0;0;0;0;3;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;
1205024;"Biecz - miasto (4)";0;3;1;0;0;0;0;3;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;
1205102;"Uście Gorlickie (2)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;
1206000;"Powiat krakowski";3;1;4;0;0;1;2;1;3;0;0;0;0;0;0;0;0;0;2;1;2;0;0;2;
1206063;"Krzeszowice (3)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1206064;"Krzeszowice - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1206113;"Skawina (3)";2;0;2;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;2;0;1;0;0;2;
1206114;"Skawina - miasto (4)";2;0;2;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;
1206115;"Skawina - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1206162;"Zabierzów (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1207000;"Powiat limanowski";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1207052;"Kamienica (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1208000;"Powiat miechowski";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;
1208053;"Miechów (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;
1208054;"Miechów - miasto (4)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
1208055;"Miechów - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1209000;"Powiat myślenicki";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1209013;"Dobczyce (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1209014;"Dobczyce - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1212000;"Powiat olkuski";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;
1212042;"Klucze (2)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
1212053;"Olkusz (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1212054;"Olkusz - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
1213000;"Powiat oświęcimski";5;2;3;1;0;1;4;2;2;0;0;0;0;0;0;0;0;0;3;2;1;2;0;1;
1213011;"Oświęcim (1)";1;1;2;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;
1213033;"Chełmek (3)";2;1;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;
