"Kod";"Nazwa";"liczba imprez;ogółem;2013;[-]";"liczba imprez;ogółem;2014;[-]";"liczba imprez;ogółem;2015;[-]";"liczba imprez;ogółem;2016;[-]";"liczba imprez;ogółem;2017;[-]";"liczba imprez;ogółem;2018;[-]";"liczba imprez;ogółem;2019;[-]";"liczba imprez;ogółem;2020;[-]";"liczba imprez;ogółem;2021;[-]";"liczba imprez;ogółem;2022;[-]";
1206012;"Czernichów (2)";0;0;0;0;0;0;1;0;0;0;
1206022;"Igołomia-Wawrzeńczyce (2)";1;1;1;1;1;1;1;0;0;0;
1206052;"Kocmyrzów-Luborzyca (2)";0;0;0;0;0;1;1;0;0;0;
1206072;"Liszki (2)";0;0;0;0;1;0;0;0;0;0;
1206082;"Michałowice (2)";0;1;1;1;1;1;1;0;0;0;
1206103;"Skała (3)";0;0;0;0;0;0;1;0;0;1;
1206104;"Skała - miasto (4)";0;0;0;0;0;0;1;0;0;1;
1206113;"Skawina (3)";2;1;1;1;2;3;2;1;0;1;
1206114;"Skawina - miasto (4)";2;1;1;1;2;3;2;1;0;1;
1206123;"Słomniki (3)";0;0;0;0;0;0;1;0;0;0;
1206124;"Słomniki - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1206143;"Świątniki Górne (3)";0;0;0;1;1;0;0;0;0;0;
1206144;"Świątniki Górne - miasto (4)";0;0;0;1;1;0;0;0;0;0;
1206152;"Wielka Wieś (2)";0;0;1;1;1;0;1;0;0;0;
1206162;"Zabierzów (2)";1;6;5;2;2;2;2;0;0;0;
1206172;"Zielonki (2)";0;0;0;1;0;1;0;0;0;0;
1207000;"Powiat limanowski";3;7;6;8;6;6;7;0;0;3;
1207011;"Limanowa (1)";2;4;1;1;1;1;1;0;0;0;
1207021;"Mszana Dolna (1)";0;2;2;3;2;3;2;0;0;1;
1207032;"Dobra (2)";0;0;1;1;0;0;0;0;0;0;
1207052;"Kamienica (2)";1;1;1;1;1;0;1;0;0;1;
1207062;"Laskowa (2)";0;0;1;1;1;1;2;0;0;0;
1207122;"Tymbark (2)";0;0;0;1;1;1;1;0;0;1;
1208000;"Powiat miechowski";3;2;2;3;2;3;4;0;0;3;
1208012;"Charsznica (2)";1;1;1;1;1;1;1;0;0;1;
1208032;"Kozłów (2)";0;0;0;0;0;0;1;0;0;0;
1208042;"Książ Wielki (2)";0;0;0;0;0;1;0;0;0;0;
1208053;"Miechów (3)";1;1;1;1;1;1;2;0;0;1;
1208054;"Miechów - miasto (4)";1;1;1;1;1;1;2;0;0;1;
1208062;"Racławice (2)";1;0;0;1;0;0;0;0;0;0;
1208072;"Słaboszów (2)";0;0;0;0;0;0;0;0;0;1;
1209000;"Powiat myślenicki";3;3;4;6;4;4;11;1;0;2;
1209013;"Dobczyce (3)";1;1;2;1;1;1;3;0;0;1;
1209014;"Dobczyce - miasto (4)";1;1;2;1;1;1;3;0;0;1;
1209033;"Myślenice (3)";1;1;1;4;2;2;5;1;0;1;
1209034;"Myślenice - miasto (4)";1;1;1;4;2;2;5;1;0;1;
1209073;"Sułkowice (3)";1;1;1;1;1;1;2;0;0;0;
1209074;"Sułkowice - miasto (4)";1;1;1;1;1;1;2;0;0;0;
1209092;"Wiśniowa (2)";0;0;0;0;0;0;1;0;0;0;
1210000;"Powiat nowosądecki";31;41;68;71;68;41;35;15;2;25;
1210011;"Grybów (1)";4;1;0;1;1;1;1;0;0;1;
1210022;"Chełmiec (2)";15;23;25;25;24;0;0;0;0;0;
1210032;"Gródek nad Dunajcem (2)";0;0;0;0;1;0;0;0;0;0;
1210052;"Kamionka Wielka (2)";2;1;1;1;1;1;1;0;0;0;
1210062;"Korzenna (2)";0;0;0;1;1;1;1;0;1;1;
1210073;"Krynica-Zdrój (3)";6;11;36;38;33;31;26;15;0;19;
1210074;"Krynica-Zdrój - miasto (4)";6;11;36;38;33;31;26;15;0;19;
1210092;"Łącko (2)";1;1;1;1;1;1;1;0;0;1;
1210102;"Łososina Dolna (2)";1;1;1;1;1;1;1;0;0;0;
1210113;"Muszyna (3)";2;3;2;2;2;1;2;0;0;1;
1210114;"Muszyna - miasto (4)";2;3;2;2;2;1;2;0;0;1;
1210133;"Piwniczna-Zdrój (3)";0;0;1;0;0;0;0;0;0;0;
1210134;"Piwniczna-Zdrój - miasto (4)";0;0;1;0;0;0;0;0;0;0;
1210163;"Stary Sącz (3)";0;0;1;1;3;4;2;0;1;2;
1210164;"Stary Sącz - miasto (4)";0;0;1;1;3;4;2;0;1;2;
1211000;"Powiat nowotarski";7;9;7;12;8;9;10;1;26;25;
1211011;"Nowy Targ (1)";6;8;4;10;6;7;8;1;26;25;
1211023;"Szczawnica (3)";0;0;0;0;0;0;1;0;0;0;
1211024;"Szczawnica - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1211082;"Łapsze Niżne (2)";0;1;1;1;1;1;0;0;0;0;
1211112;"Raba Wyżna (2)";0;0;0;0;0;1;1;0;0;0;
1211123;"Rabka-Zdrój (3)";1;0;2;1;1;0;0;0;0;0;
1211124;"Rabka-Zdrój - miasto (4)";1;0;2;1;1;0;0;0;0;0;
1212000;"Powiat olkuski";6;7;5;6;6;5;7;0;0;3;
1212011;"Bukowno (1)";1;1;1;1;1;1;1;0;0;1;
1212032;"Bolesław (2)";1;1;1;1;1;1;1;0;0;0;
1212042;"Klucze (2)";0;1;0;0;0;0;2;0;0;0;
1212053;"Olkusz (3)";3;3;2;3;3;2;2;0;0;1;
1212054;"Olkusz - miasto (4)";3;3;2;3;3;2;2;0;0;1;
1212073;"Wolbrom (3)";1;1;1;1;1;1;1;0;0;1;
1212074;"Wolbrom - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1213000;"Powiat oświęcimski";51;85;44;59;41;44;39;15;32;39;
1213011;"Oświęcim (1)";35;49;29;44;33;37;24;15;31;35;
1213023;"Brzeszcze (3)";1;1;1;0;1;0;0;0;0;1;
1213024;"Brzeszcze - miasto (4)";1;1;1;0;1;0;0;0;0;1;
1213033;"Chełmek (3)";1;1;1;1;1;1;1;0;1;1;
1213034;"Chełmek - miasto (4)";1;1;1;1;1;1;1;0;1;1;
1213043;"Kęty (3)";11;31;2;1;2;3;1;0;0;0;
1213044;"Kęty - miasto (4)";11;31;2;1;2;3;1;0;0;0;
1213052;"Osiek (2)";0;1;1;1;1;1;1;0;0;1;
1213072;"Polanka Wielka (2)";0;0;0;1;1;0;0;0;0;0;
1213093;"Zator (3)";3;2;10;11;2;2;12;0;0;1;
1213094;"Zator - miasto (4)";3;2;10;11;2;2;12;0;0;1;
1214000;"Powiat proszowicki";3;3;1;1;2;1;1;0;0;1;
1214022;"Koszyce (2)";2;1;0;0;0;0;;;;;
1214042;"Pałecznica (2)";0;1;0;0;0;0;0;0;0;0;
1214053;"Proszowice (3)";1;1;1;1;2;1;1;0;0;1;
1214054;"Proszowice - miasto (4)";1;1;1;1;2;1;1;0;0;1;
1215000;"Powiat suski";0;1;2;1;1;0;1;0;0;1;
1215021;"Sucha Beskidzka (1)";0;1;1;0;0;0;0;0;0;0;
1215063;"Maków Podhalański (3)";0;0;1;1;0;0;1;0;0;0;
1215064;"Maków Podhalański - miasto (4)";0;0;1;1;0;0;1;0;0;0;
1215072;"Stryszawa (2)";0;0;0;0;0;0;0;0;0;1;
1215082;"Zawoja (2)";0;0;0;0;1;0;0;0;0;0;
1216000;"Powiat tarnowski";24;27;22;29;37;27;26;18;10;21;
1216013;"Ciężkowice (3)";0;1;1;1;0;0;0;0;0;0;
1216014;"Ciężkowice - miasto (4)";0;1;1;1;0;0;0;0;0;0;
1216022;"Gromnik (2)";0;0;0;0;1;0;0;0;0;0;
1216032;"Lisia Góra (2)";0;0;1;1;1;1;1;0;0;0;
1216042;"Pleśna (2)";0;0;0;0;1;1;1;0;0;0;
1216053;"Radłów (3)";1;2;1;1;1;1;2;0;0;1;
1216054;"Radłów - miasto (4)";1;2;1;1;1;1;2;0;0;1;
1216063;"Ryglice (3)";1;2;0;2;0;0;0;0;0;0;
1216064;"Ryglice - miasto (4)";1;2;0;2;0;0;0;0;0;0;
1216072;"Rzepiennik Strzyżewski (2)";0;0;1;0;0;0;0;0;0;1;
1216082;"Skrzyszów (2)";1;1;1;2;1;1;1;1;0;0;
1216103;"Tuchów (3)";1;1;1;1;1;0;1;0;0;0;
1216104;"Tuchów - miasto (4)";1;1;1;1;1;0;1;0;0;0;
1216112;"Wierzchosławice (2)";1;1;0;0;0;0;0;0;0;0;
1216133;"Wojnicz (3)";0;0;0;0;0;1;1;0;0;0;
1216134;"Wojnicz - miasto (4)";0;0;0;0;0;1;1;0;0;0;
1216143;"Zakliczyn (3)";0;0;2;0;0;0;2;0;0;0;
1216144;"Zakliczyn - miasto (4)";0;0;2;0;0;0;2;0;0;0;
1216153;"Żabno (3)";19;19;14;19;31;22;17;17;10;19;
1216154;"Żabno - miasto (4)";19;19;14;19;31;22;17;17;10;19;
1216162;"Szerzyny (2)";0;0;0;2;0;0;0;0;0;0;
1217000;"Powiat tatrzański";16;12;14;34;15;15;15;2;1;7;
1217011;"Zakopane (1)";11;6;7;29;12;11;10;2;1;4;
1217022;"Biały Dunajec (2)";3;3;2;2;0;0;0;0;0;0;
1217032;"Bukowina Tatrzańska (2)";2;3;5;3;3;4;5;0;0;3;
1218000;"Powiat wadowicki";19;10;10;11;14;12;14;0;1;1;
1218013;"Andrychów (3)";13;2;3;2;2;1;1;0;0;0;
1218014;"Andrychów - miasto (4)";13;2;3;2;2;1;1;0;0;0;
1218022;"Brzeźnica (2)";0;0;1;1;1;0;1;0;0;0;
1218033;"Kalwaria Zebrzydowska (3)";1;1;1;1;1;1;1;0;0;0;
1218034;"Kalwaria Zebrzydowska - miasto (4)";1;1;1;1;1;1;1;0;0;0;
1218052;"Mucharz (2)";0;2;0;0;0;0;0;0;0;0;
1218062;"Spytkowice (2)";0;0;0;1;1;1;1;0;0;0;
1218072;"Stryszów (2)";0;0;0;0;0;0;1;0;0;0;
1218093;"Wadowice (3)";3;4;4;5;8;8;7;0;1;1;
1218094;"Wadowice - miasto (4)";3;4;4;5;8;8;7;0;1;1;
1218102;"Wieprz (2)";2;1;1;1;1;1;2;0;0;0;
1219000;"Powiat wielicki";25;5;14;8;25;33;30;1;1;28;
1219022;"Gdów (2)";1;1;2;0;5;5;3;0;0;3;
1219043;"Niepołomice (3)";21;1;3;4;11;20;22;0;0;23;
1219044;"Niepołomice - miasto (4)";21;1;3;4;11;20;22;0;0;23;
1219053;"Wieliczka (3)";3;3;9;4;9;8;5;1;1;2;
1219054;"Wieliczka - miasto (4)";3;3;9;4;9;8;5;1;1;2;
1261000;"Powiat m. Kraków";256;225;251;262;269;265;255;64;89;182;
1261011;"Kraków (1)";256;225;251;262;269;265;255;64;89;182;
1262000;"Powiat m. Nowy Sącz";49;60;43;28;26;19;13;5;8;10;
1262011;"Nowy Sącz (1)";49;60;43;28;26;19;13;5;8;10;
1263000;"Powiat m. Tarnów";59;40;39;39;35;33;41;19;22;36;
1263011;"Tarnów (1)";59;40;39;39;35;33;41;19;22;36;
1400000;"MAZOWIECKIE";585;604;601;695;703;720;709;126;305;577;
1401000;"Powiat białobrzeski";4;5;2;2;1;1;1;0;0;1;
1401013;"Białobrzegi (3)";4;4;1;2;1;1;1;0;0;1;
1401014;"Białobrzegi - miasto (4)";4;4;1;2;1;1;1;0;0;1;
1401022;"Promna (2)";0;1;1;0;0;0;0;0;0;0;
1402000;"Powiat ciechanowski";4;8;3;4;3;5;3;0;0;3;
1402011;"Ciechanów (1)";4;6;3;4;3;4;3;0;0;3;
1402092;"Sońsk (2)";0;2;0;0;0;1;0;0;0;0;
1403000;"Powiat garwoliński";6;6;7;5;6;5;7;0;1;3;
1403011;"Garwolin (1)";2;2;3;3;3;3;3;0;1;1;
1403021;"Łaskarzew (1)";0;1;0;0;1;0;0;0;0;0;
1403072;"Maciejowice (2)";1;1;1;1;1;1;2;0;0;0;
1403082;"Miastków Kościelny (2)";0;1;1;0;0;0;0;0;0;1;
1403103;"Pilawa (3)";1;1;1;1;1;1;1;0;0;1;
1403104;"Pilawa - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1403143;"Żelechów (3)";2;0;1;0;0;0;1;0;0;0;
1403144;"Żelechów - miasto (4)";2;0;1;0;0;0;1;0;0;0;
1404000;"Powiat gostyniński";0;1;2;2;1;3;2;0;0;0;
1404011;"Gostynin (1)";0;0;1;1;1;1;1;0;0;0;
1404042;"Sanniki (2)";0;1;1;1;0;;;;;;
1404043;"Sanniki (3)";;;;;;2;1;0;0;0;
1404044;"Sanniki - miasto (4)";;;;;;2;1;0;0;0;
1405000;"Powiat grodziski";5;7;6;6;6;6;5;0;0;7;
1405011;"Milanówek (1)";1;1;0;0;0;1;1;0;0;0;
1405043;"Grodzisk Mazowiecki (3)";4;6;6;6;6;5;4;0;0;7;
1405044;"Grodzisk Mazowiecki - miasto (4)";4;6;6;6;6;5;4;0;0;7;
1406000;"Powiat grójecki";6;7;5;5;7;8;6;0;0;5;
1406022;"Błędów (2)";1;1;1;1;1;1;1;0;0;1;
1406053;"Grójec (3)";2;1;1;1;1;1;1;0;0;1;
1406054;"Grójec - miasto (4)";2;1;1;1;1;1;1;0;0;1;
1406062;"Jasieniec (2)";0;1;0;0;0;0;0;0;0;0;
1406073;"Mogielnica (3)";1;2;1;1;3;1;1;0;0;0;
1406074;"Mogielnica - miasto (4)";1;2;1;1;3;1;1;0;0;0;
1406083;"Nowe Miasto nad Pilicą (3)";1;1;1;1;1;2;1;0;0;1;
1406084;"Nowe Miasto nad Pilicą - miasto (4)";1;1;1;1;1;2;1;0;0;1;
1406113;"Warka (3)";1;1;1;1;1;3;2;0;0;2;
1406114;"Warka - miasto (4)";1;1;1;1;1;3;2;0;0;2;
1407000;"Powiat kozienicki";5;5;4;5;6;4;4;1;3;4;
1407012;"Garbatka-Letnisko (2)";0;0;0;0;0;0;0;0;0;1;
1407053;"Kozienice (3)";5;3;4;5;6;4;4;1;3;3;
1407054;"Kozienice - miasto (4)";5;3;4;5;6;4;4;1;3;3;
1407062;"Magnuszew (2)";0;2;0;0;0;0;0;0;0;0;
1408000;"Powiat legionowski";16;18;16;25;20;17;17;1;22;12;
1408011;"Legionowo (1)";11;13;11;16;13;13;14;1;21;8;
1408022;"Jabłonna (2)";1;1;1;1;1;1;0;0;0;1;
1408032;"Nieporęt (2)";1;1;1;5;4;1;1;0;0;1;
1408043;"Serock (3)";2;2;2;2;1;1;1;0;0;1;
1408044;"Serock - miasto (4)";2;2;2;2;1;1;1;0;0;1;
1408052;"Wieliszew (2)";1;1;1;1;1;1;1;0;1;1;
1409000;"Powiat lipski";2;2;4;1;0;4;5;0;0;4;
1409022;"Ciepielów (2)";1;1;1;0;0;0;0;0;0;1;
1409033;"Lipsko (3)";1;1;1;1;0;1;2;0;0;1;
1409034;"Lipsko - miasto (4)";1;1;1;1;0;1;2;0;0;1;
1409042;"Rzeczniów (2)";0;0;0;0;0;2;1;0;0;2;
1409052;"Sienno (2)";0;0;0;0;0;1;2;0;0;0;
1409062;"Solec nad Wisłą (2)";0;0;2;0;0;0;0;0;;;
1410000;"Powiat łosicki";0;0;0;0;3;1;1;0;0;1;
1410023;"Łosice (3)";0;0;0;0;2;1;1;0;0;1;
1410024;"Łosice - miasto (4)";0;0;0;0;2;1;1;0;0;1;
1410032;"Olszanka (2)";0;0;0;0;1;0;0;0;0;0;
1411000;"Powiat makowski";3;2;3;3;3;4;4;0;0;1;
1411011;"Maków Mazowiecki (1)";0;0;1;0;0;1;1;0;0;0;
1411022;"Czerwonka (2)";2;1;1;1;1;1;1;0;0;0;
1411032;"Karniewo (2)";0;0;0;1;1;1;1;0;0;0;
1411073;"Różan (3)";1;1;1;1;1;1;1;0;0;1;
1411074;"Różan - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1412000;"Powiat miński";8;4;3;6;4;4;4;0;0;3;
1412011;"Mińsk Mazowiecki (1)";4;2;1;2;1;1;0;0;0;0;
1412042;"Cegłów (2)";3;0;0;0;0;0;1;0;0;;
1412043;"Cegłów (3)";;;;;;;;;;1;
1412044;"Cegłów - miasto (4)";;;;;;;;;;1;
1412073;"Halinów (3)";1;1;1;1;1;1;1;0;0;1;
1412074;"Halinów - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1412093;"Kałuszyn (3)";0;0;0;0;0;1;1;0;0;0;
1412094;"Kałuszyn - miasto (4)";0;0;0;0;0;1;1;0;0;0;
1412123;"Mrozy (3)";;1;0;1;0;0;0;0;0;0;
1412124;"Mrozy - miasto (4)";;1;0;1;0;0;0;0;0;0;
1412151;"Sulejówek (1)";0;0;1;2;2;1;1;0;0;1;
1413000;"Powiat mławski";7;6;5;9;5;3;2;1;2;4;
1413011;"Mława (1)";4;5;4;8;4;3;2;1;2;4;
1413062;"Stupsk (2)";2;0;0;0;0;0;0;0;0;0;
1413092;"Wieczfnia Kościelna (2)";1;1;1;1;1;0;0;0;0;0;
1414000;"Powiat nowodworski";21;7;4;2;4;6;4;0;2;4;
1414011;"Nowy Dwór Mazowiecki (1)";20;5;4;2;3;6;3;0;2;3;
1414043;"Nasielsk (3)";0;0;0;0;0;0;1;0;0;0;
1414044;"Nasielsk - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1414052;"Pomiechówek (2)";1;2;0;0;0;0;0;0;0;0;
1414063;"Zakroczym (3)";0;0;0;0;1;0;0;0;0;1;
1414064;"Zakroczym - miasto (4)";0;0;0;0;1;0;0;0;0;1;
1415000;"Powiat ostrołęcki";5;5;2;15;3;5;5;0;1;3;
1415012;"Baranowo (2)";0;0;0;4;0;0;0;0;0;0;
1415032;"Czerwin (2)";1;3;0;4;0;0;0;0;0;0;
1415042;"Goworowo (2)";0;0;0;0;0;1;1;0;0;0;
1415052;"Kadzidło (2)";1;1;1;1;1;1;1;0;0;1;
1415062;"Lelis (2)";2;0;0;0;0;0;0;0;0;1;
1415083;"Myszyniec (3)";1;1;1;6;2;3;3;0;1;1;
1415084;"Myszyniec - miasto (4)";1;1;1;6;2;3;3;0;1;1;
1416000;"Powiat ostrowski";5;2;2;4;9;8;13;0;1;6;
1416011;"Ostrów Mazowiecka (1)";1;0;1;2;6;5;10;0;1;3;
1416022;"Andrzejewo (2)";1;1;0;0;1;1;1;0;0;1;
1416032;"Boguty-Pianki (2)";1;0;0;0;0;0;0;0;0;0;
1416043;"Brok (3)";0;0;0;1;1;1;1;0;0;1;
1416044;"Brok - miasto (4)";0;0;0;1;1;1;1;0;0;1;
1416052;"Małkinia Górna (2)";2;1;1;1;1;1;1;0;0;1;
1417000;"Powiat otwocki";7;8;7;7;8;9;10;1;1;3;
1417011;"Józefów (1)";0;1;0;0;1;0;0;0;0;0;
1417021;"Otwock (1)";2;1;2;0;0;0;0;0;0;0;
1417032;"Celestynów (2)";1;1;1;1;1;1;1;0;0;1;
1417043;"Karczew (3)";3;4;3;5;5;5;7;0;0;0;
1417044;"Karczew - miasto (4)";3;4;3;5;5;5;7;0;0;0;
1417052;"Kołbiel (2)";1;1;1;1;1;1;1;0;0;1;
1417072;"Sobienie-Jeziory (2)";0;0;0;0;0;1;0;0;0;0;
1417082;"Wiązowna (2)";0;0;0;0;0;1;1;1;1;1;
1418000;"Powiat piaseczyński";0;2;1;2;2;2;5;1;0;0;
1418013;"Góra Kalwaria (3)";0;0;0;1;1;1;2;0;0;0;
1418014;"Góra Kalwaria - miasto (4)";0;0;0;1;1;1;2;0;0;0;
1418043;"Piaseczno (3)";0;2;1;1;1;1;3;1;0;0;
1418044;"Piaseczno - miasto (4)";0;2;1;1;1;1;3;1;0;0;
1419000;"Powiat płocki";2;3;3;3;3;1;4;0;0;4;
1419032;"Brudzeń Duży (2)";0;0;0;0;0;0;1;0;0;0;
1419072;"Łąck (2)";2;2;3;3;3;0;0;0;0;0;
1419102;"Radzanowo (2)";0;0;0;0;0;0;0;0;0;1;
1419122;"Słupno (2)";0;0;0;0;0;0;1;0;0;0;
1419132;"Stara Biała (2)";0;0;0;0;0;1;1;0;0;3;
1419142;"Staroźreby (2)";0;1;0;0;0;0;0;0;0;0;
1419153;"Wyszogród (3)";0;0;0;0;0;0;1;0;0;0;
1419154;"Wyszogród - miasto (4)";0;0;0;0;0;0;1;0;0;0;
1420000;"Powiat płoński";7;10;17;23;21;21;21;0;0;3;
1420011;"Płońsk (1)";5;7;4;5;6;4;6;0;0;3;
1420021;"Raciąż (1)";1;1;1;2;2;2;2;0;0;0;
1420032;"Baboszewo (2)";1;1;2;1;1;1;1;0;0;0;
1420042;"Czerwińsk nad Wisłą (2)";0;0;0;1;1;1;1;;;;
1420062;"Joniec (2)";0;1;1;1;0;0;0;0;0;0;
1420082;"Nowe Miasto (2)";0;0;9;10;9;11;9;0;0;;
1420112;"Sochocin (2)";0;0;0;2;1;1;1;0;;;
1420122;"Załuski (2)";0;0;0;1;1;1;1;0;0;0;
1421000;"Powiat pruszkowski";35;13;15;37;16;22;24;0;3;12;
1421011;"Piastów (1)";1;0;0;0;1;1;1;0;1;1;
1421021;"Pruszków (1)";31;7;9;30;9;13;17;0;1;6;
1421033;"Brwinów (3)";1;2;2;2;2;3;3;0;1;3;
1421034;"Brwinów - miasto (4)";1;2;2;2;2;3;3;0;1;3;
1421042;"Michałowice (2)";1;2;2;2;2;2;0;0;0;1;
1421052;"Nadarzyn (2)";1;2;1;2;1;1;0;0;0;0;
1421062;"Raszyn (2)";0;0;1;1;1;2;3;0;0;1;
1422000;"Powiat przasnyski";6;10;5;5;5;5;5;0;0;4;
1422011;"Przasnysz (1)";1;3;3;2;2;3;3;0;0;2;
1422023;"Chorzele (3)";3;2;1;1;1;1;1;0;0;1;
1422024;"Chorzele - miasto (4)";3;2;1;1;1;1;1;0;0;1;
1422042;"Jednorożec (2)";1;4;1;1;1;1;1;0;0;1;
1422062;"Krzynowłoga Mała (2)";1;1;0;1;1;0;0;0;0;0;
1423000;"Powiat przysuski";5;6;5;5;6;8;4;0;1;3;
1423022;"Gielniów (2)";1;0;0;0;1;2;1;0;0;1;
1423032;"Klwów (2)";0;1;1;1;1;1;0;0;1;1;
1423042;"Odrzywół (2)";2;2;2;1;2;2;0;0;0;0;
1423052;"Potworów (2)";1;1;1;1;1;1;1;0;0;0;
1423063;"Przysucha (3)";1;2;1;1;1;2;2;0;0;1;
1423064;"Przysucha - miasto (4)";1;2;1;1;1;2;2;0;0;1;
1423072;"Rusinów (2)";0;0;0;1;0;0;0;0;0;0;
1424000;"Powiat pułtuski";4;4;4;4;5;5;3;0;0;1;
1424043;"Pułtusk (3)";2;3;3;3;4;4;2;0;0;1;
1424044;"Pułtusk - miasto (4)";2;3;3;3;4;4;2;0;0;1;
1424062;"Winnica (2)";2;1;1;1;1;1;1;0;0;0;
1425000;"Powiat radomski";6;9;5;9;12;11;11;1;0;2;
1425011;"Pionki (1)";1;3;0;0;0;0;1;0;0;0;
1425022;"Gózd (2)";0;0;0;1;0;0;0;0;0;0;
1425033;"Iłża (3)";1;1;1;1;2;1;1;0;0;0;
1425034;"Iłża - miasto (4)";1;1;1;1;2;1;1;0;0;0;
1425042;"Jastrzębia (2)";0;0;0;1;2;1;0;0;0;0;
1425052;"Jedlińsk (2)";0;0;1;3;3;3;3;0;0;0;
1425062;"Jedlnia-Letnisko (2)";1;0;0;0;0;0;0;0;0;;
1425072;"Kowala (2)";1;1;1;1;1;0;1;0;0;1;
1425092;"Przytyk (2)";1;1;1;0;2;3;2;0;0;1;
1425103;"Skaryszew (3)";1;2;1;2;2;2;2;1;0;0;
1425104;"Skaryszew - miasto (4)";1;2;1;2;2;2;2;1;0;0;
1425122;"Wolanów (2)";0;0;0;0;0;1;1;0;0;0;
1425132;"Zakrzew (2)";0;1;0;0;0;0;0;0;0;0;
1426000;"Powiat siedlecki";4;4;3;2;4;7;9;0;1;6;
1426022;"Korczew (2)";2;2;2;1;1;2;2;0;1;1;
1426032;"Kotuń (2)";0;0;0;0;0;0;1;0;0;1;
1426062;"Paprotnia (2)";0;0;0;0;0;0;1;0;0;1;
1426092;"Skórzec (2)";0;0;0;0;0;0;1;0;0;0;
1426102;"Suchożebry (2)";1;1;0;0;0;0;0;0;0;0;
1426112;"Wiśniew (2)";1;1;1;1;2;3;2;0;0;1;
1426122;"Wodynie (2)";0;0;0;0;0;1;1;0;0;1;
1426132;"Zbuczyn (2)";0;0;0;0;1;1;1;0;0;1;
1427000;"Powiat sierpecki";2;2;2;1;1;2;1;0;0;1;
1427011;"Sierpc (1)";2;2;2;1;1;2;1;0;0;1;
1428000;"Powiat sochaczewski";5;6;3;5;4;4;4;0;0;4;
1428011;"Sochaczew (1)";3;2;1;2;1;1;1;0;0;0;
1428022;"Brochów (2)";0;0;0;1;1;1;1;0;0;1;
1428032;"Iłów (2)";1;1;1;1;1;1;1;0;0;1;
1428042;"Młodzieszyn (2)";0;2;0;0;0;0;0;0;0;0;
1428062;"Rybno (2)";0;0;0;0;0;0;0;0;0;1;
1428082;"Teresin (2)";1;1;1;1;1;1;1;0;0;1;
1429000;"Powiat sokołowski";6;0;0;0;2;4;1;0;0;1;
1429011;"Sokołów Podlaski (1)";0;0;0;0;0;1;1;0;0;1;
1429022;"Bielany (2)";6;0;0;0;0;0;0;0;0;0;
1429053;"Kosów Lacki (3)";0;0;0;0;0;1;0;0;0;0;
1429054;"Kosów Lacki - miasto (4)";0;0;0;0;0;1;0;0;0;0;
1429062;"Repki (2)";0;0;0;0;1;1;0;0;0;0;
1429072;"Sabnie (2)";0;0;0;0;1;1;0;0;0;0;
1430000;"Powiat szydłowiecki";0;0;1;0;0;0;1;0;2;2;
1430022;"Jastrząb (2)";0;0;1;0;0;0;1;0;2;2;
1432000;"Powiat warszawski zachodni";7;8;8;13;13;13;9;1;0;6;
1432013;"Błonie (3)";2;0;0;2;2;2;1;0;0;1;
1432014;"Błonie - miasto (4)";2;0;0;2;2;2;1;0;0;1;
1432032;"Kampinos (2)";1;1;1;1;1;1;1;0;0;1;
1432042;"Leszno (2)";1;3;1;1;1;0;1;0;0;2;
1432053;"Łomianki (3)";0;0;2;5;5;5;1;0;0;0;
1432054;"Łomianki - miasto (4)";0;0;2;5;5;5;1;0;0;0;
1432063;"Ożarów Mazowiecki (3)";2;3;3;3;3;3;4;1;0;2;
1432064;"Ożarów Mazowiecki - miasto (4)";2;3;3;3;3;3;4;1;0;2;
1432072;"Stare Babice (2)";1;1;1;1;1;2;1;0;0;0;
1433000;"Powiat węgrowski";1;1;2;9;4;5;5;0;0;2;
1433011;"Węgrów (1)";1;1;2;2;2;3;3;0;0;1;
1433053;"Łochów (3)";0;0;0;6;1;1;1;0;0;1;
1433054;"Łochów - miasto (4)";0;0;0;6;1;1;1;0;0;1;
1433072;"Sadowne (2)";0;0;0;1;1;1;1;0;0;0;
1434000;"Powiat wołomiński";11;11;14;14;12;12;16;0;0;7;
1434011;"Kobyłka (1)";1;1;1;2;2;1;1;0;0;0;
1434021;"Marki (1)";4;3;3;1;1;4;4;0;0;0;
1434031;"Ząbki (1)";2;3;4;4;1;1;1;0;0;1;
1434041;"Zielonka (1)";0;0;0;0;0;0;0;0;0;2;
1434052;"Dąbrówka (2)";0;1;1;0;0;0;1;0;0;0;
1434072;"Klembów (2)";0;0;0;0;0;0;1;0;0;1;
1434093;"Radzymin (3)";1;1;1;1;1;1;1;0;0;1;
1434094;"Radzymin - miasto (4)";1;1;1;1;1;1;1;0;0;1;
1434113;"Tłuszcz (3)";0;0;0;2;3;2;5;0;0;1;
1434114;"Tłuszcz - miasto (4)";0;0;0;2;3;2;5;0;0;1;
1434123;"Wołomin (3)";3;2;4;4;4;3;2;0;0;1;
1434124;"Wołomin - miasto (4)";3;2;4;4;4;3;2;0;0;1;
